"district","date","disease","cases","turbidity_NTU","water_surface_temp_C","chlorophyll_a_mg_m3","NDWI","NDVI","EVI","SPM_mg_L","surface_reflectance_B3","surface_reflectance_B4","surface_reflectance_B5","month"
"Kamrup","2023-09-14","Leptospirosis","30","36.95","32.2","8.09","0.284","0.453","0.369","29.5","0.0369","0.0279","0.0076","9"
"Kamrup","2023-09-14","Acute Gastroenteritis/Dysentery","29","49.79","27.5","9.53","0.335","0.53","0.359","38.8","0.0673","0.0368","0.0161","9"
"Kamrup","2023-09-15","Leptospirosis","32","33.83","30.9","8.66","0.316","0.256","0.214","32.8","0.0426","0.0125","0.0129","9"
"Kamrup","2023-09-16","Typhoid","23","39.89","26.1","2.71","0.429","0.531","0.405","55.1","0.0666","0.0078","0.0054","9"
"Kamrup","2023-09-17","Typhoid","16","13.05","23.8","10.16","0.345","0.793","0.505","31.2","0.0315","0.0274","0.0112","9"
"Kamrup","2023-09-17","Leptospirosis","10","7.21","27","7.1","0.337","0.624","0.498","40","0.0131","0.0193","0.0102","9"
"Kamrup","2023-09-18","Acute Gastroenteritis/Dysentery","27","19.77","27.2","6.09","0.421","0.536","0.33","64.1","0.0253","0.0088","0.018","9"
"Kamrup","2023-09-19","Leptospirosis","30","32.85","28.5","3.83","0.352","0.486","0.256","55.7","0.0366","0.0111","0.0034","9"
"Kamrup","2023-09-20","Acute Gastroenteritis/Dysentery","22","14.94","25.8","8.17","0.368","0.58","0.428","47.1","0.0231","0.0253","0.0146","9"
"Kamrup","2023-09-20","Acute Gastroenteritis/Dysentery","30","26.4","28.4","5.32","0.452","0.413","0.254","46.3","0.0776","0.0267","0.001","9"
"Kamrup","2023-09-21","Typhoid","21","32.97","24.8","8.76","0.31","0.443","0.353","56.2","0.0298","0.0234","0.0107","9"
"Kamrup","2023-09-22","Typhoid","10","30.85","27","3.09","0.348","0.61","0.408","42.8","0.0225","0.0195","0.0149","9"
"Kamrup","2023-09-23","Typhoid","23","26.07","26.7","10.11","0.347","0.526","0.374","71","0.0254","0.0471","0.0102","9"
"Kamrup","2023-09-24","Leptospirosis","13","18.84","28.7","8.01","0.581","0.489","0.323","27.5","0.0421","0.0279","0.0054","9"
"Kamrup","2023-09-25","Acute Gastroenteritis/Dysentery","29","32.57","30.4","7.7","0.588","0.369","0.231","50.8","0.0575","0.0316","0.0143","9"
"Kamrup","2023-09-25","Typhoid","23","17.01","29","10.59","0.417","0.615","0.37","52","0.0224","0.0139","0.01","9"
"Kamrup","2023-09-26","Cholera","33","21.21","28.3","9.72","0.299","0.525","0.345","64.8","0.0233","0.015","0.0121","9"
"Kamrup","2023-09-27","Acute Gastroenteritis/Dysentery","21","32.56","28.3","4.43","0.34","0.57","0.464","44.3","0.0243","0.0355","0.0206","9"
"Kamrup","2023-09-28","Acute Gastroenteritis/Dysentery","41","18.96","29","9.39","0.472","0.451","0.357","62","0.0218","0.022","0.0244","9"
"Kamrup","2023-09-28","Leptospirosis","22","25.39","29.4","6.9","0.639","0.518","0.349","32.5","0.0565","0.0337","0.011","9"
"Kamrup","2023-09-29","Cholera","18","26.48","28.9","13.12","0.323","0.372","0.216","25","0.06","0.0405","0.0176","9"
"Kamrup","2023-09-30","Leptospirosis","21","18.87","27.8","7.59","0.477","0.503","0.368","51","0.0437","0.032","0.014","9"
"Kamrup","2023-09-30","Hepatitis A/E","24","26.86","26.6","6.24","0.423","0.387","0.288","31.6","0.0559","0.0484","0.0081","9"
"Kamrup","2023-10-01","Hepatitis A/E","6","13.97","23.9","7.64","0.133","0.655","0.441","24.1","0.0422","0.0174","0.0167","10"
"Kamrup","2023-10-02","Hepatitis A/E","9","16.51","24.9","9.74","0.203","0.52","0.306","33.7","0.0314","0.0254","0.0226","10"
"Kamrup","2023-10-03","Hepatitis A/E","17","4.3","25.7","8.66","0.377","0.564","0.323","35.3","0.053","0.0201","0.0101","10"
"Kamrup","2023-10-04","Leptospirosis","4","24.01","23.3","0.36","0.095","0.713","0.409","37","0.0582","0.0269","0.01","10"
"Kamrup","2023-10-05","Typhoid","9","15.16","24.9","3.78","0.249","0.354","0.208","31.3","0.0265","0.0289","0.0086","10"
"Kamrup","2023-10-05","Leptospirosis","2","18.37","25","3.76","0.203","0.409","0.36","31.4","0.0451","0.0088","0.0094","10"
"Kamrup","2023-10-05","Typhoid","8","18.95","22.8","7.45","0.265","0.703","0.413","13.2","0.0349","0.0114","0.001","10"
"Kamrup","2023-10-06","Typhoid","5","13.24","25.6","5.7","0.349","0.452","0.228","11.4","0.0266","0.032","0.0211","10"
"Kamrup","2023-10-06","Hepatitis A/E","1","17.9","28.1","5.05","0.331","0.697","0.567","22.6","0.0628","0.0468","0.0117","10"
"Kamrup","2023-10-07","Hepatitis A/E","23","11.98","27","7.07","0.251","0.431","0.352","20.4","0.0346","0.0514","0.0174","10"
"Kamrup","2023-10-08","Typhoid","13","25.18","26.7","5.44","0.221","0.523","0.346","44.1","0.0285","0.0242","0.0114","10"
"Kamrup","2023-10-09","Acute Gastroenteritis/Dysentery","7","15.18","27.8","7.62","0.272","0.508","0.388","30.3","0.0247","0.0218","0.0034","10"
"Kamrup","2023-10-09","Typhoid","14","19.79","28.3","2.11","0.278","0.519","0.406","24.5","0.0404","0.0231","0.0247","10"
"Kamrup","2023-10-10","Hepatitis A/E","9","15.76","24.8","8.48","0.159","0.527","0.413","26.2","0.0604","0.0244","0.0098","10"
"Kamrup","2023-10-10","Acute Gastroenteritis/Dysentery","12","11.84","27.7","4.24","0.253","0.521","0.305","15.8","0.0739","0.0169","0.0205","10"
"Kamrup","2023-10-11","Typhoid","3","16.7","24.7","6.5","0.254","0.536","0.437","29","0.0235","0.0336","0.0117","10"
"Kamrup","2023-10-11","Hepatitis A/E","6","12.39","25.3","5.31","0.214","0.478","0.287","38.4","0.046","0.0326","0.0155","10"
"Kamrup","2023-10-11","Cholera","7","17.47","26.6","8.94","-0.001","0.711","0.485","19.1","0.0284","0.012","0.0101","10"
"Kamrup","2023-10-12","Typhoid","9","8.3","25.4","8.96","0.281","0.629","0.421","24.9","0.0343","0.0369","0.0083","10"
"Kamrup","2023-10-13","Acute Gastroenteritis/Dysentery","8","11.25","25.4","7.42","0.16","0.602","0.396","39.1","0.069","0.0396","0.014","10"
"Kamrup","2023-10-14","Acute Gastroenteritis/Dysentery","12","6.21","22.9","6.12","0.158","0.536","0.393","33.1","0.0295","0.0119","0.0096","10"
"Kamrup","2023-10-15","Acute Gastroenteritis/Dysentery","14","12.99","27.4","3.12","0.209","0.476","0.273","19.3","0.0454","0.0182","0.0053","10"
"Kamrup","2023-10-15","Hepatitis A/E","11","18.67","29.6","3.19","-0.06","0.624","0.443","24","0.0414","0.0138","0.0195","10"
"Kamrup","2023-10-16","Leptospirosis","7","13.22","29","5.9","0.253","0.621","0.447","27.3","0.0474","0.0169","0.0128","10"
"Kamrup","2023-10-16","Acute Gastroenteritis/Dysentery","10","12.51","24.7","4","0.162","0.637","0.449","21.5","0.0624","0.0049","0.0174","10"
"Kamrup","2023-10-17","Leptospirosis","9","9.69","28.8","5.44","0.208","0.729","0.486","30","0.0533","0.0185","0.0089","10"
"Kamrup","2023-10-18","Cholera","18","19.66","25.9","5.93","0.193","0.765","0.611","35.8","0.0387","0.0138","0.0149","10"
"Kamrup","2023-10-18","Leptospirosis","3","17.7","27.1","7.39","0.224","0.394","0.19","23.9","0.0415","0.0375","0.0156","10"
"Kamrup","2023-10-18","Typhoid","7","22.28","27","7","0.301","0.582","0.44","20.8","0.0242","0.0429","0.018","10"
"Kamrup","2023-10-19","Leptospirosis","14","18.09","26.8","5.72","0.128","0.76","0.529","21.3","0.0552","0.0243","0.0228","10"
"Kamrup","2023-10-20","Cholera","16","19.9","28.6","4.58","0.193","0.795","0.544","31.5","0.0744","0.0065","0.0128","10"
"Kamrup","2023-10-21","Acute Gastroenteritis/Dysentery","11","17.46","24","5.1","0.252","0.645","0.451","32.8","0.0145","0.027","0.0087","10"
"Kamrup","2023-10-22","Acute Gastroenteritis/Dysentery","16","5.68","28","7.69","0.151","0.456","0.267","26.4","0.0426","0.0354","0.0114","10"
"Kamrup","2023-10-23","Leptospirosis","8","10.41","25","4.63","0.311","0.825","0.555","23.7","0.0526","0.0179","0.0219","10"
"Kamrup","2023-10-23","Acute Gastroenteritis/Dysentery","8","1.48","25.8","4.87","0.116","0.69","0.543","25.8","0.0373","0.0256","0.0098","10"
"Kamrup","2023-10-24","Hepatitis A/E","14","10.96","24.1","6.55","0.264","0.638","0.457","26.8","0.0457","0.0295","0.0118","10"
"Kamrup","2023-10-25","Leptospirosis","6","19.71","28.4","9.01","0.21","0.566","0.342","17","0.0396","0.0075","0.0089","10"
"Kamrup","2023-10-26","Leptospirosis","6","8.75","26.4","4.54","0.058","0.489","0.294","31.2","0.0427","0.0163","0.0103","10"
"Kamrup","2023-10-27","Typhoid","6","3.9","23.2","5.5","0.107","0.559","0.393","36.7","0.0356","0.0357","0.0264","10"
"Kamrup","2023-10-27","Leptospirosis","8","20.17","27.2","3.87","0.333","0.741","0.522","13.9","0.0166","0.0275","0.0094","10"
"Kamrup","2023-10-28","Typhoid","11","8.65","25.6","4.72","0.13","0.719","0.439","17.3","0.0295","0.0202","0.008","10"
"Kamrup","2023-10-29","Cholera","13","15.4","29.2","7.82","0.236","0.6","0.419","26.9","0.0461","0.0421","0.0348","10"
"Kamrup","2023-10-30","Cholera","17","18.5","27.1","5.93","0.284","0.532","0.383","15.3","0.0394","0.0104","0.0061","10"
"Kamrup","2023-10-31","Typhoid","6","16.17","26.1","8.11","0.235","0.542","0.436","21.3","0.016","0.009","0.0134","10"
"Kamrup","2023-11-01","Leptospirosis","12","15.75","27.4","9.48","0.115","0.499","0.349","17.3","0.005","0.0227","0.0219","11"
"Kamrup","2023-11-01","Typhoid","11","15.34","22.9","4.98","0.204","0.6","0.355","16.3","0.0444","0.0333","0.0133","11"
"Kamrup","2023-11-02","Cholera","15","15.11","29.4","6.3","0.177","0.538","0.422","18.4","0.0677","0.0443","0.0171","11"
"Kamrup","2023-11-02","Leptospirosis","14","15.93","25.9","4.54","0.185","0.618","0.392","13.2","0.0671","0.0187","0.0142","11"
"Kamrup","2023-11-02","Acute Gastroenteritis/Dysentery","12","11.14","29.5","3.31","0.284","0.654","0.578","16","0.005","0.0375","0.0032","11"
"Kamrup","2023-11-03","Cholera","7","15.9","26.7","4.47","0.25","0.658","0.485","15.3","0.0312","0.0393","0.0095","11"
"Kamrup","2023-11-04","Leptospirosis","6","9.18","25.3","4.28","0.129","0.389","0.339","19.5","0.0575","0.0357","0.0047","11"
"Kamrup","2023-11-05","Leptospirosis","6","0.5","26.2","6.93","0.152","0.387","0.266","26.4","0.0228","0.0167","0.0227","11"
"Kamrup","2023-11-06","Cholera","4","11.13","26.4","6.21","0.168","0.55","0.372","18.8","0.0563","0.0093","0.0131","11"
"Kamrup","2023-11-07","Typhoid","5","28.33","26.2","8.23","0.219","0.65","0.438","26.6","0.0481","0.0192","0.0144","11"
"Kamrup","2023-11-07","Leptospirosis","8","16.5","26.5","4.56","0.337","0.794","0.598","30.2","0.0365","0.0289","0.0083","11"
"Kamrup","2023-11-08","Acute Gastroenteritis/Dysentery","18","9.37","23","6.82","0.09","0.55","0.382","33","0.0313","0.0361","0.0225","11"
"Kamrup","2023-11-09","Hepatitis A/E","3","16.59","25.4","7.57","0.071","0.534","0.374","25.3","0.0504","0.0159","0.0113","11"
"Kamrup","2023-11-09","Acute Gastroenteritis/Dysentery","15","19.35","30.2","6.88","0.226","0.824","0.441","23.3","0.0588","0.0348","0.0355","11"
"Kamrup","2023-11-10","Leptospirosis","5","8.18","24.9","7","0.121","0.761","0.594","12.4","0.026","0.0021","0.0087","11"
"Kamrup","2023-11-11","Leptospirosis","10","17.2","26.6","6.11","0.166","0.537","0.319","20.1","0.0485","0.039","0.025","11"
"Kamrup","2023-11-11","Leptospirosis","10","11.28","24.9","8.04","0.309","0.5","0.423","32","0.028","0.0225","0.0271","11"
"Kamrup","2023-11-12","Hepatitis A/E","12","15.66","29.9","10.24","0.151","0.661","0.557","18.7","0.0436","0.035","0.001","11"
"Kamrup","2023-11-12","Leptospirosis","8","6.69","27.2","4.6","0.182","0.474","0.376","24.6","0.0563","0.0268","0.001","11"
"Kamrup","2023-11-13","Hepatitis A/E","14","16.84","22.9","6.04","0.167","0.734","0.42","32.5","0.0613","0.0066","0.0013","11"
"Kamrup","2023-11-14","Cholera","15","17.6","25.7","3.97","0.284","0.663","0.47","29.8","0.0515","0.0174","0.0195","11"
"Kamrup","2023-11-15","Typhoid","13","11.5","26.8","4.48","0.164","0.543","0.412","26.6","0.0415","0.0501","0.0289","11"
"Kamrup","2023-11-15","Leptospirosis","7","11.98","23.8","1.93","0.171","0.522","0.424","22.7","0.0245","0.0131","0.0309","11"
"Kamrup","2023-11-16","Cholera","13","25.44","25.1","5.53","0.269","0.591","0.438","37.6","0.0514","0.0264","0.0284","11"
"Kamrup","2023-11-17","Hepatitis A/E","8","12.17","28.4","6.11","0.257","0.559","0.395","28.5","0.0238","0.0277","0.001","11"
"Kamrup","2023-11-18","Typhoid","4","11.72","23.9","6.68","0.076","0.488","0.308","10.6","0.0396","0.0039","0.0189","11"
"Kamrup","2023-11-19","Hepatitis A/E","8","17.96","28.6","8.03","0.379","0.668","0.474","21.3","0.0336","0.0304","0.007","11"
"Kamrup","2023-11-20","Acute Gastroenteritis/Dysentery","8","17.18","26.8","6.49","0.167","0.608","0.437","30.1","0.0415","0.0461","0.0053","11"
"Kamrup","2023-11-21","Acute Gastroenteritis/Dysentery","12","20.1","27.3","7.67","0.214","0.568","0.394","28.5","0.0099","0.0337","0.0344","11"
"Kamrup","2023-11-22","Acute Gastroenteritis/Dysentery","23","6.84","25.3","4.45","0.258","0.638","0.394","18.3","0.0346","0.0226","0.0147","11"
"Kamrup","2023-11-23","Hepatitis A/E","11","21.31","26.3","9.14","0.143","0.571","0.419","29.8","0.0508","0.0161","0.0081","11"
"Kamrup","2023-11-23","Leptospirosis","9","18.42","23.8","4.45","0.258","0.604","0.429","25.3","0.0547","0.0294","0.0186","11"
"Kamrup","2023-11-24","Cholera","14","26.22","24.8","10.94","0.112","0.794","0.524","24.4","0.0403","0.0163","0.0157","11"
"Kamrup","2023-11-24","Cholera","8","12.44","25.6","7.09","0.147","0.704","0.492","12.9","0.0299","0.0381","0.0075","11"
"Kamrup","2023-11-24","Cholera","12","22.48","25.9","5.7","0.238","0.665","0.396","27.4","0.04","0.0171","0.0144","11"
"Kamrup","2023-11-25","Acute Gastroenteritis/Dysentery","13","20.19","27.5","9.46","0.162","0.471","0.305","26.7","0.0409","0.0211","0.001","11"
"Kamrup","2023-11-25","Hepatitis A/E","9","19.71","26.5","4.07","0.07","0.734","0.411","30.1","0.032","0.0355","0.0067","11"
"Kamrup","2023-11-25","Cholera","14","16.06","29.9","5.41","0.297","0.538","0.333","51.2","0.0481","0.0307","0.0198","11"
"Kamrup","2023-11-26","Typhoid","3","18.99","29","7.1","0.283","0.545","0.371","38.1","0.049","0.0275","0.009","11"
"Kamrup","2023-11-27","Acute Gastroenteritis/Dysentery","17","17.57","22.5","4.27","0.159","0.458","0.296","13.8","0.0424","0.0127","0.0152","11"
"Kamrup","2023-11-28","Cholera","6","21.23","27.3","6.39","0.183","0.448","0.384","19.6","0.0414","0.0284","0.0135","11"
"Kamrup","2023-11-28","Acute Gastroenteritis/Dysentery","13","17.55","22.8","4.27","0.241","0.585","0.352","37","0.028","0.0254","0.0136","11"
"Kamrup","2023-11-29","Typhoid","4","12.29","27.8","4.73","0.358","0.425","0.187","32","0.0252","0.0153","0.0229","11"
"Kamrup","2023-11-30","Leptospirosis","9","21.14","26.9","6.5","0.265","0.574","0.363","20.2","0.04","0.0144","0.011","11"
"Kamrup","2023-11-30","Acute Gastroenteritis/Dysentery","17","17.79","25.8","6.17","0.081","0.64","0.531","23.5","0.0498","0.0163","0.0144","11"
"Kamrup","2023-12-01","Acute Gastroenteritis/Dysentery","7","6.7","20.4","4.96","0.13","0.457","0.256","10.5","0.0293","0.0244","0.0015","12"
"Kamrup","2023-12-01","Acute Gastroenteritis/Dysentery","9","11.05","21.2","3.03","-0.002","0.501","0.381","15.4","0.0334","0.0197","0.0064","12"
"Kamrup","2023-12-02","Hepatitis A/E","5","7.9","21","8.78","0.166","0.554","0.39","20.9","0.0446","0.0271","0.0113","12"
"Kamrup","2023-12-03","Acute Gastroenteritis/Dysentery","6","7.89","24.5","7.52","0.081","0.367","0.233","9.7","0.0603","0.0171","0.0189","12"
"Kamrup","2023-12-04","Acute Gastroenteritis/Dysentery","9","7.22","19.7","6.04","0.062","0.524","0.353","11.7","0.0696","0.0324","0.0078","12"
"Kamrup","2023-12-05","Typhoid","5","7.83","18.9","8.13","0.077","0.403","0.28","3","0.0278","0.0295","0.0146","12"
"Kamrup","2023-12-05","Typhoid","8","7.04","24.7","3.75","0.152","0.381","0.289","21.3","0.0464","0.0191","0.0195","12"
"Kamrup","2023-12-06","Typhoid","10","13.71","21.6","5.59","0.134","0.388","0.286","20","0.036","0.037","0.0016","12"
"Kamrup","2023-12-06","Cholera","6","11.24","24.7","2.5","0.012","0.403","0.225","11.6","0.0779","0.0369","0.0075","12"
"Kamrup","2023-12-07","Hepatitis A/E","6","11.31","21.2","5.87","0.124","0.487","0.324","22.6","0.008","0.0326","0.0083","12"
"Kamrup","2023-12-08","Cholera","11","6.74","23.3","5.78","0.023","0.28","0.196","11.1","0.032","0.0344","0.0211","12"
"Kamrup","2023-12-09","Typhoid","6","7.39","25.3","7.41","0.14","0.529","0.415","9.3","0.0533","0.0351","0.0202","12"
"Kamrup","2023-12-10","Leptospirosis","9","10.26","22.3","7.15","0.039","0.444","0.278","9.9","0.0324","0.0386","0.0121","12"
"Kamrup","2023-12-11","Hepatitis A/E","7","8.26","21.7","5.01","0.105","0.548","0.378","10.8","0.034","0.0325","0.0093","12"
"Kamrup","2023-12-12","Typhoid","14","10.59","19.4","7.37","0.121","0.416","0.291","5.6","0.0608","0.0334","0.0073","12"
"Kamrup","2023-12-12","Leptospirosis","1","6.25","24.4","5.14","0.168","0.443","0.358","17.9","0.048","0.0272","0.0092","12"
"Kamrup","2023-12-12","Cholera","10","5.22","21.1","6.15","0.16","0.293","0.189","15.7","0.0125","0.0167","0.0096","12"
"Kamrup","2023-12-13","Leptospirosis","8","10.16","22.6","4.95","0.125","0.484","0.289","19.9","0.054","0.0279","0.0107","12"
"Kamrup","2023-12-14","Hepatitis A/E","13","5","26.4","2.64","0.075","0.422","0.345","18.2","0.0747","0.0238","0.008","12"
"Kamrup","2023-12-14","Cholera","8","11.87","21","4.56","0.11","0.442","0.358","14.2","0.0273","0.0503","0.0063","12"
"Kamrup","2023-12-15","Acute Gastroenteritis/Dysentery","9","2.38","20.8","7.72","0.132","0.454","0.353","21.7","0.0284","0.013","0.018","12"
"Kamrup","2023-12-15","Leptospirosis","4","3.75","24.6","2.78","0.144","0.248","0.205","14","0.0598","0.0217","0.001","12"
"Kamrup","2023-12-15","Leptospirosis","5","6.31","19.5","4","0.074","0.358","0.371","21.3","0.0503","0.0295","0.0174","12"
"Kamrup","2023-12-16","Acute Gastroenteritis/Dysentery","10","7.18","21.1","4.62","0.123","0.505","0.412","8.7","0.0593","0.0218","0.0198","12"
"Kamrup","2023-12-16","Leptospirosis","1","10.73","19","3.96","0.096","0.381","0.264","19","0.0443","0.0285","0.0204","12"
"Kamrup","2023-12-17","Hepatitis A/E","6","8.81","20.1","5.15","0.191","0.44","0.291","17.2","0.044","0.0166","0.012","12"
"Kamrup","2023-12-18","Typhoid","9","8.1","21.7","3.33","0.154","0.385","0.161","7.1","0.0316","0.0143","0.0077","12"
"Kamrup","2023-12-19","Typhoid","13","5.26","22","4.4","0.111","0.437","0.291","13.2","0.0428","0.0247","0.0256","12"
"Kamrup","2023-12-20","Cholera","5","11.34","22.9","5.08","0.109","0.312","0.168","11.8","0.0371","0.0264","0.0162","12"
"Kamrup","2023-12-20","Leptospirosis","3","3.68","21.1","6.62","0.09","0.416","0.353","12.4","0.0751","0.0326","0.0134","12"
"Kamrup","2023-12-21","Hepatitis A/E","1","3.12","22.2","5.17","0.175","0.513","0.398","13.4","0.0698","0.0095","0.0038","12"
"Kamrup","2023-12-22","Hepatitis A/E","1","9.03","20.1","5.48","0.119","0.414","0.307","11.4","0.0495","0.0263","0.0024","12"
"Kamrup","2023-12-22","Acute Gastroenteritis/Dysentery","8","11.98","23.7","7.63","-0.071","0.436","0.348","8.6","0.0401","0.0146","0.0232","12"
"Kamrup","2023-12-23","Leptospirosis","3","14.09","21.4","3.18","0.19","0.283","0.124","23.8","0.056","0.0298","0.0146","12"
"Kamrup","2023-12-24","Leptospirosis","4","1.66","22.2","6.16","0.189","0.43","0.273","14","0.0473","0.0273","0.0196","12"
"Kamrup","2023-12-25","Acute Gastroenteritis/Dysentery","8","11.45","24.4","5.93","0.071","0.271","0.146","4.2","0.0263","0.0286","0.0146","12"
"Kamrup","2023-12-26","Acute Gastroenteritis/Dysentery","11","9.99","21.6","5.66","0.053","0.419","0.253","15.4","0.0226","0.0232","0.0312","12"
"Kamrup","2023-12-27","Hepatitis A/E","7","9.4","22.5","6.56","0.091","0.408","0.275","5.9","0.0795","0.0323","0.0072","12"
"Kamrup","2023-12-27","Leptospirosis","1","6.23","23.8","2.44","0.122","0.274","0.253","13.7","0.0386","0.0178","0.0023","12"
"Kamrup","2023-12-27","Typhoid","8","5.74","21.8","4.91","0.163","0.421","0.255","12.6","0.0568","0.041","0.0272","12"
"Kamrup","2023-12-28","Cholera","5","9.67","23.3","7.36","0.147","0.448","0.293","14.6","0.0414","0.0261","0.023","12"
"Kamrup","2023-12-29","Hepatitis A/E","1","8.26","22.8","9.35","0.042","0.496","0.328","12.3","0.0412","0.0274","0.0133","12"
"Kamrup","2023-12-29","Hepatitis A/E","4","6.48","22.5","8.97","-0.002","0.382","0.201","6.7","0.0545","0.0304","0.0186","12"
"Kamrup","2023-12-30","Acute Gastroenteritis/Dysentery","14","6.7","26.4","5.51","0.137","0.401","0.188","4.8","0.0313","0.0356","0.0213","12"
"Kamrup","2023-12-31","Typhoid","7","7.48","24.7","4.59","0.033","0.402","0.261","31.9","0.0501","0.0209","0.0066","12"
"Kamrup","2023-12-31","Cholera","4","9.02","22.8","6.81","0.065","0.26","0.154","14.9","0.0303","0.0121","0.009","12"
